item_id,meeting_id,item_number,item_type,application_id,applicant_name,project_title,district,address_raw,summary,outcome,motion_text,vote_result,created_at
55,10,7,Vote,,,"COUNCIL COMMUNICATIONS / FUTURE AGENDA ITEMS Councilmembers Boesch, Fiesel, Wilson, Ward, Ribble, Vice Mayor McLain, and Mayor Errington",,,"COUNCIL COMMUNICATIONS / FUTURE AGENDA ITEMS Councilmembers Boesch, Fiesel, Wilson, Ward, Ribble, Vice Mayor McLain, and Mayor Errington. Action: Approved the Village to spend up to $7,000 on the 7th Anniversary Celebration on March 5, 2022","Approved the Village to spend up to $7,000 on the 7th Anniversary Celebration on March 5, 2022",,Detected,
56,11,1,Vote,,,APPROVAL OF AGENDA,,,APPROVAL OF AGENDA. Action: Approved the agenda,Approved the agenda,,Detected,
57,11,2,Consent Agenda,,,"January 6, 2016 Regular Meeting Village Council Regular Meeting Final Action Agenda/Minutes - January 20, 2016 Page 1 of5 (2) January 6, 2016 Workshop",,,"January 6, 2016 Regular Meeting Village Council Regular Meeting Final Action Agenda/Minutes - January 20, 2016 Page 1 of5 (2) January 6, 2016 Workshop. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
58,11,3,Ordinance,2016-01,,"Second Reading and Public Hearing: Ordinance No. 2016-01 An Ordinance of the Village Council of the Village of Estero, Florida, Approving the Third Budget Amendment for Fiscal Year 2015-2016; and Providing an Effective Date - for the record, the notice wa",,,"Second Reading and Public Hearing: Ordinance No. 2016-01 An Ordinance of the Village Council of the Village of Estero, Florida, Approving the Third Budget Amendment for Fiscal Year 2015-2016; and Providing an Effective Date - for the record, the notice wa. Action: Adopted Ordinance No. 2016-01",Adopted Ordinance No. 2016-01,,Detected,
59,11,4,Vote,2016-02,Mixed Planned Development to Commercial Planned Development,"First Reading: Ordinance No. 2016-02 A Zoning Ordinance of the Village Council of the Village of Estero, Florida; Rezoning 1.36 Acres Located at 21700 S. Tamiami Trail, from Mixed Planned Development to Commercial Planned Development, for the Development ",,,"First Reading: Ordinance No. 2016-02 A Zoning Ordinance of the Village Council of the Village of Estero, Florida; Rezoning 1.36 Acres Located at 21700 S. Tamiami Trail, from Mixed Planned Development to Commercial Planned Development, for the Development . Action: Continued this item to a date when the staff report is available",Continued this item to a date when the staff report is available,,Detected,
60,11,5,Vote,,,Annual Adoption of Council Appointments,,,Annual Adoption of Council Appointments. Action: Approved the Council Appointments list,Approved the Council Appointments list,,Detected,
61,11,6,Ordinance,,Trebilcock Consulting Solutions and waived the competitive bidding procedures outlined,"Suspend Bidding Procedure and Adopt as an Emergency Action, Securing a Consulting Traffic Engineer for Studies on Coconut Road",,,"Suspend Bidding Procedure and Adopt as an Emergency Action, Securing a Consulting Traffic Engineer for Studies on Coconut Road. Action: Approved the proposal from Trebilcock Consulting Solutions and waived the competitive bidding procedures outlined in the Village purchasing ordinance",Approved the proposal from Trebilcock Consulting Solutions and waived the competitive bidding procedures outlined in the Village purchasing ordinance,,Detected,
62,11,7,Resolution,,,regarding the enhanced Type D buffer in the two areas along Corkscrew Road shown on the exhibit,,,regarding the enhanced Type D buffer in the two areas along Corkscrew Road shown on the exhibit. Action: Approved the application going forward as meeting the criteria for an exception to the Zoning in Progress Resolution,Approved the application going forward as meeting the criteria for an exception to the Zoning in Progress Resolution,,Detected,
63,11,8,Ordinance,2015-21,,regarding the enhanced Type D buffer in the two areas along Corkscrew Road shown on the exhibit,,,regarding the enhanced Type D buffer in the two areas along Corkscrew Road shown on the exhibit. Action: Adopted Ordinance No. 2015-21 as revised and described by Community Development Director Gibbs,Adopted Ordinance No. 2015-21 as revised and described by Community Development Director Gibbs,,Detected,
64,12,1,Administrative,ff,June 8,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved to permit Councilmembers Levitan, and Wilson to participate remotely in Zoom Presentation, and to combine agenda items 7(a)/6(b). Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016 forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date","Approved to permit Councilmembers Levitan, and Wilson to participate remotely in Zoom Presentation, and to combine agenda items 7(a)/6(b). Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016 forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date",,Detected,
65,12,2,Consent Agenda,,,"January 13, 2021 Council Meeting Minutes",,,"January 13, 2021 Council Meeting Minutes. Action: Approved the Consent Agenda",Approved the Consent Agenda,,Detected,
66,12,3,Contract Approval,2021-01,,"RFB 2021-01 Mowing, Landscape, and Irrigation Maintenance",,Estero Parkway,"RFB 2021-01 Mowing, Landscape, and Irrigation Maintenance. Action: Approved Motion to approve award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services as provided in the contract for a one-year period, at a rate of $127,075.00 per year, authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one year terms under the same terms and conditions, which would include adding Estero Parkway maintenance and US 41 maintenance, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $13,000 (10% contingency) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved Motion to approve award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services as provided in the contract for a one-year period, at a rate of $127,075.00 per year, authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one year terms under the same terms and conditions, which would include adding Estero Parkway maintenance and US 41 maintenance, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $13,000 (10% contingency) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,Detected,
67,12,4,Ordinance,,,"Approved Ordinance 2020-11 with the change to Section 2, adding one additional condition t",,,"Approved Ordinance 2020-11 with the change to Section 2, adding one additional condition that says the Village Manager may waive the agreement that the traffic light be operational prior to the first certificate of completion for the vertical development, if the Village Manager determines that the light will be operational within four months","Approved Ordinance 2020-11 with the change to Section 2, adding one additional condition that says the Village Manager may waive the agreement that the traffic light be operational prior to the first certificate of completion for the vertical development, if the Village Manager determines that the light will be operational within four months",,Detected,
68,12,5,Ordinance,,,Motion to approve Estero Crossing - Corkscrew Road/Puente Lane Traffic Signal Agreement wi,,Corkscrew Road Widening Corridor,Motion to approve Estero Crossing - Corkscrew Road/Puente Lane Traffic Signal Agreement with the revision to remove the last sentence of paragraph 5 to be consistent with Ordinance 2020-11,Motion to approve Estero Crossing - Corkscrew Road/Puente Lane Traffic Signal Agreement with the revision to remove the last sentence of paragraph 5 to be consistent with Ordinance 2020-11,,Detected,
69,12,6,Ordinance,,,"(b) Second reading and public hearing of Ordinance 2021-01, updating the Capital Improvements Schedule for Fiscal Year 2020/2021 and adopting the most recent Lee County School District CIP. An Ordinance of the Village Council of the Village of Estero, Flo",,,"(b) Second reading and public hearing of Ordinance 2021-01, updating the Capital Improvements Schedule for Fiscal Year 2020/2021 and adopting the most recent Lee County School District CIP. An Ordinance of the Village Council of the Village of Estero, Flo. Action: Approved Ordinance 2021-01",Approved Ordinance 2021-01,,Detected,
70,13,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
71,13,2,Consent Agenda,,,"January 8, 2025 Village Council Meeting Minutes",,,"January 8, 2025 Village Council Meeting Minutes. Action: Approved consent agenda",Approved consent agenda,,Detected,
72,13,3,Vote,,,Approval of Estero Sports Park Master Plan and authorization to submit the infrastructure plan for permits to the SFWMD,,,Approval of Estero Sports Park Master Plan and authorization to submit the infrastructure plan for permits to the SFWMD. Action: Approved the Alternate Master Plan,Approved the Alternate Master Plan,,Detected,
73,13,4,Ordinance,2025-01,,"Second Reading of Ordinance 2025-01 regarding Village seal and administrative code. An Ordinance of the Village Council of the Village of Estero, Florida, Amending § 2-1 (Official Seal) and § 2-2 (Administrative Code) of the Village Code; Making Related F",,,"Second Reading of Ordinance 2025-01 regarding Village seal and administrative code. An Ordinance of the Village Council of the Village of Estero, Florida, Amending § 2-1 (Official Seal) and § 2-2 (Administrative Code) of the Village Code; Making Related F. Action: Adopted Ordinance No. 2025-01",Adopted Ordinance No. 2025-01,,Detected,
74,14,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
75,14,2,Consent Agenda,,,Financial Report for Month ended November 2023,,,Financial Report for Month ended November 2023. Action: Approved consent agenda,Approved consent agenda,,Detected,
